,ENSG,N/A,adipose,bladder,brain,cervix,intestine,esophagus,heart,kidney,liver,lung,ovary,placenta,prostate,muscle,spleen,male rep.,thymus,thyroid,eye,lymph,immune cell,bone,pharynx,breast,endothelium,umbilical,skin,connective tissue,epithelium,pancreas,blood vessel,blood,uterus,bile duct,stomach,cartilage,ear,tongue,endocrine,pituitary,appendix,vagina
10,ENSG00000258643.6,-0.022847184247793972,0.2206409515144454,0.1460258381893105,-0.018457131324916387,-0.24332814688902452,-0.17323263697296817,-0.29884650549420805,0.4388072934633923,-0.10313987761856735,0.23576119335224568,-0.05362826051168834,-0.022419576404175856,0.08848613622156953,-0.10918348914808218,0.2545500095402613,0.1407979372147058,0.3552883625456364,0.10661963778810152,0.020574976770417086,0.2777066816049316,-0.04012517691476014,-0.1574956118155668,0.09652438833557489,-0.1434697095434958,-0.22508364894234384,-0.036728882314149724,0.22790113863742206,0.11398330990725353,0.16280190148456436,-0.0805308701051562,0.07278995274850975,0.38733684070390917,-0.07951932994953773,0.18532731894335835,0.08209994524044867,-0.0015290598468857275,0.38323409326494795,-0.18538229355596766,-0.0848878624743089,-0.06202562029647882,-0.029535570799469835,0.02558790595610161,0.46680399791854676
11,ENSG00000100836.11,-0.27949108268097284,-0.21453353427102395,-0.25739731410807354,-0.2870516876867073,-0.24922625909741022,-0.3589417419173425,-0.28967017988938604,-0.1534901856820604,-0.28556405933229834,-0.32524615975533083,-0.304099963777925,-0.19397302879715386,-0.18699928562931178,-0.27064216353809867,-0.23424122534142552,-0.2723541737319582,-0.2136376720891,-0.2349875452447393,-0.2505174107814192,-0.24600792176699715,-0.2890067852501033,-0.20771516310140947,-0.3210262287704553,-0.2301317283075277,-0.20841054037477347,-0.2658031381383282,-0.23929616594202724,-0.33178931054282396,-0.32375065739106584,-0.276662300875217,-0.19824313185836318,-0.26751798326782905,-0.21611941147709174,-0.15157852433513147,-0.31199570090199186,-0.26958080706570825,-0.17700016512529837,-0.15132533248696242,-0.025363934286452727,-0.3544471319005613,-0.18466240457476965,-0.3127555324028201,-0.31709972431422795
12,ENSG00000092096.19,-0.011587665216345744,0.6111610645368982,0.557704764624036,0.2699241626897947,0.20330633866978343,0.36214359485356573,0.3193810099026503,0.5849614499122897,0.35078722035220333,0.006355143833023963,0.08375832835134334,0.663556795402961,0.8586327843519304,0.16365318926790018,0.44330983396133594,0.22948790495905108,0.3637776426434959,0.2025183839537229,0.439413721274713,0.486830325892229,0.14160537145425967,-0.13972896100966417,0.31296980698624277,0.5489420781165859,0.32366938749896823,-0.19895632456036927,0.4529925377197665,0.36696463019573755,0.6848558020307579,0.034008244450719594,0.19041406694413082,0.568546532913994,0.04651912886442086,0.4385239624712344,-0.07280146449238045,0.23756661534163548,0.5520386881501036,-0.11044302590426003,0.12926767651704574,0.1391837206670564,0.7655363523349696,0.5500216226842305,0.8528709983232404
13,ENSG00000100842.13,0.31206867150443063,-0.19623544602281157,-0.22834055929772334,-0.02620096185793358,-0.08066487168072753,-0.19638219682017974,-0.23717297329741824,-0.2381707857118258,0.43207796280496535,0.1402431860547996,0.05944197904553311,0.3023088339312676,-0.3070838739878805,0.18891526362399014,-0.1530004545441404,-0.21279824004332898,-0.26079965161549257,-0.13090500808949274,0.337464655997818,-0.27263906257766285,-0.14736934628012557,0.06247016527580582,-0.014672096011874136,-0.17174458835878537,0.25735046974880904,1.0600238670647724,0.06740293277620668,-0.0604715415341438,-0.3250603308950136,0.54913564785819,0.43557219738640374,-0.3059737962078669,0.18474415961553853,0.1315204463415958,1.1082248655259854,0.20451635824761605,-0.2901131139594275,0.4517202961522987,-0.012103584696602332,0.30936294795028485,-0.052920581917628245,-0.2821836067805708,-0.39412741288844017
14,ENSG00000166090.8,-0.33455774263848065,-0.24363800684656223,-0.2855485094312058,-0.2498270286113162,-0.3792566596971665,-0.3682926816253651,-0.27813153064064755,-0.26348109616425575,-0.3052409354802051,-0.27253537529271477,-0.3418945343362086,-0.2620171616670516,-0.3002492040660627,-0.3221061651519129,-0.2795447982732143,-0.2691399619616558,-0.3458556570389599,-0.3474759384335304,-0.3108289346662313,-0.2467605486351988,-0.38048637367488736,-0.3159896816204594,-0.3110014282342788,-0.3040826764217954,-0.34091849308678623,-0.3188005487049305,-0.27504339457382354,-0.31085088018380064,-0.2640612045217181,-0.3120005558640412,-0.32498541452554847,-0.26999150600559696,-0.35183102156633206,-0.33907697557282346,-0.45455163780732377,-0.36606683760541653,-0.17777768210594838,-0.3681796837597898,-0.28521080696278,-0.38278596779976354,-0.34540671806123124,-0.2985310218747913,-0.3675577055841985
15,ENSG00000166091.21,-0.21191191142695567,0.1091353012290186,-0.11256601142564673,0.9384289999860164,-0.23270800570455671,-0.1688011385684181,0.05995568873813814,-0.05253905709440326,-0.17293518355454346,-0.0332297763850011,-0.18400385905517574,-0.034700753236921233,-0.1496321598991035,-0.080248129950178,-0.09394224293040415,0.03096948884512868,-0.08028843935086494,-0.13473747666515934,-0.23728372539273165,-0.06489790875946122,-0.2902698190550086,-0.2065805316830409,-0.0749547632217532,-0.16762894491020985,-0.2442417053142838,-0.03271175081452682,-0.14694881636962331,-0.07661068655571668,-0.0014725476352703548,-0.1456959064825889,-0.21673256019584786,0.10352301352831564,-0.15613108812535637,0.014795802993829849,-0.37364251260581327,-0.22502827871796482,-0.18754106507867965,-0.18240963348698128,-0.34185279929803786,-0.2979117086654929,-0.2078114600181529,0.1923831705251432,0.030102952969313646
16,ENSG00000197616.13,-0.27363051280709216,0.03656479886978026,0.29282308727146245,-0.2190139038403927,0.04397435176483902,-0.03049880980888897,0.9154868346769082,-0.09386067393053277,-0.17757998707145212,-0.27302750587797914,-0.2680791825073164,-0.3312910875047065,0.7855063114839093,-0.2414728989501747,-0.07873091187666714,-0.38035186361010787,0.2047939137198408,0.3444378559958624,-0.2860767658381271,0.01705528692249464,-0.3204523137072119,-0.3051762359423466,-0.2686517933999811,0.8188321392139055,-0.24504400881870875,-0.3270264284208601,-0.19235237236616987,-0.14201292640840452,-0.2793898548742948,-0.10068639863192436,-0.2822170388361751,0.25915610531411415,-0.23892914890019226,0.21039459817808046,-0.36600499437772416,-0.03395228598526956,0.013250672032258437,-0.37857685796144713,0.7278497667567652,-0.35180946474038777,0.5383916990262233,0.6070808016710206,0.7675954665802865
17,ENSG00000003096.15,0.06357764302793584,-0.14523595911757803,-0.21626025337586333,-0.08423821218248276,0.4311103712176527,0.09852918528026003,-0.03480361648759872,-0.25027182574059026,0.3166081923926047,-0.05636424191733458,0.041365826793384075,0.2887689926349377,-0.17265807161006708,0.04645452567177641,-0.3178337052606962,-0.15139576929360626,-0.3008833697619592,-0.21171734476810763,-0.04167607049187755,-0.17700204687928878,-0.25047781809694986,-0.12117012005084901,0.08163558732873868,-0.06549592906909302,-0.28961519839979555,0.06480389650734253,0.2877511741815022,0.10414596751479721,-0.08480787918949381,0.23426417997655613,-0.3587786920359428,-0.15300203042310875,-0.25034424030225894,0.3381042448182123,0.4040348373597639,0.1707333668213188,-0.11368355301988017,0.5227637179276101,-0.04397732079371258,0.04572839703293069,-0.07356245619484528,-0.21294243874569374,-0.44015468370073785
18,ENSG00000188729.7,-0.24362160706337857,-0.11367019848478932,-0.06619382937529442,0.13366205005132414,-0.18104783188471057,0.1589692171830251,0.34271814565546693,0.08484139247689748,-0.27345653429872885,-0.08443052877637194,-0.24177476897883604,-0.20454983166544477,0.2911171470229149,-0.17785029201131672,-0.04227822107984497,0.6276422969158739,0.1300251975305925,0.539015729516946,-0.031768549979899335,0.08433636281498957,-0.17728331333444625,-0.30160965529364503,-0.13010239642416133,0.11214638741384803,-0.29121128290295517,-0.3228638232254317,-0.2617837676281383,-0.10111738875004539,-0.2682317034717109,-0.23222293064883903,-0.3104857223822867,0.04246828222793381,-0.11070682681091748,0.7941166643106714,0.05626885802863407,-0.25056474584722166,0.1949582570101934,-0.10696677623133363,0.3957634494902182,0.026180414579937056,0.8602718899467698,0.2139560031535394,0.15631387381455547
19,ENSG00000085185.16,0.38672292919931006,0.4005817978670317,0.5720869681944345,0.5353505155418186,0.555336942727017,0.5055946082502196,0.3188188020160607,0.6249940742785071,0.30922489690493377,0.4612117484470234,0.37993329322625624,0.4136320455623796,0.32454804888784766,0.41129848248020084,0.439371755043148,0.22531733189794378,0.5533212329132065,0.35208156505701915,0.47394817788111043,0.4481528659078573,0.33155742877955063,0.4595707110583379,0.4957377806746128,0.5311380266074119,0.4277492103415827,0.3882052782363071,0.5188765999389187,0.45340679936206,0.46661757671681275,0.4932784689079512,0.619407613401096,0.6097251089524532,0.2787340896109275,0.5331129566543715,0.6281858391761916,0.5174292515902184,0.7866612626528202,0.3767602299318287,0.7345014379213548,0.5732634986951244,0.3391804487668133,0.6523125915858359,0.7415193202473753
20,ENSG00000102034.18,-0.2648174209150931,-0.2834592977709805,-0.23985738554485314,0.15773846020320853,-0.1503547321207962,-0.2790853093139844,-0.1467359023070489,-0.3380452998341364,-0.33799302257889785,-0.18896617730805304,-0.2221836187688554,-0.32888004872230486,-0.29591610098530724,-0.1436266896775436,-0.31545855619170815,-0.29971118783189865,-0.10286323354567806,-0.19210040145811497,-0.12800657626107234,-0.22715163263958332,-0.17575892005106628,-0.26227501277025933,-0.3143782851711383,-0.13613862302265456,-0.26954871107272627,-0.24872075441021124,-0.35465228928368453,-0.25304255084180916,-0.2873488180388989,-0.25101986838338275,-0.003077347554818033,-0.21063048745270307,-0.29973923773377864,-0.24716444796803327,0.04696463176000376,-0.07433164557874877,-0.3812602552237979,-0.26021287011306127,-0.06531058088013086,0.030788482562837713,0.005530769075473646,-0.2945063949449747,-0.4061254139615478
21,ENSG00000197406.8,-0.15390110977144922,-0.18052592080572238,0.05743393805925265,-0.17352972242850495,0.14468181440702457,-0.043496891139795185,-0.038380245368895616,-0.10711294564849594,-0.1850762995696692,-0.05751115249954822,-0.07860056893896494,-0.26157287719737937,0.49486565748372,0.25449689607878334,-0.13174209630134573,0.16124971666310578,-0.006861201398889238,-0.2266198371452693,-0.15289670529038762,0.04870743067999794,-0.30399775848102184,-0.1780190567464692,-0.25005053569043734,-0.11253344657561226,-0.09754199840912398,-0.22537671563607337,-0.15169461895441222,-0.09398116485356967,0.023307719235372587,-0.13446343798375338,-0.18300764021986776,0.04908088888603407,-0.18191689156575375,0.1593069748584297,-0.4488960782113822,-0.05381540277590208,-0.22965377202297413,-0.1593744392016902,0.1327557371389394,-0.20094652153042014,-0.4101219565691365,-0.023033896582793867,0.19336252422402544
22,ENSG00000175556.17,0.3784775155737612,0.6822304367927481,-0.25751184658842535,-0.09478663670348283,0.4571131442949052,0.08061292443559692,0.6614457169189466,0.37797346669926396,0.27122073146695863,-0.22475947372405047,-0.042124931864713167,0.707192130711992,0.5499226422176795,0.01844960542225066,0.5762293715218125,0.4282861288916096,0.22383513714719083,0.16489137171519413,-0.05457240668834894,0.29283422833882333,0.2888042716759041,-0.03162490838303281,0.6948248469503409,0.6041564006627171,0.12937090017551311,0.07517858666093902,0.7918388624821193,0.7661432162116011,0.7017549276078536,0.7136755259050576,0.821551783072557,0.6793859150156362,0.09617268544569463,0.12356448987134548,0.5054654107699892,-0.15686999081328334,0.5056564241842414,-0.11766766536534348,0.196321512264801,0.09640021089444067,-0.27885003371706857,-0.15634690226353293,-0.4101436897108165
23,ENSG00000145016.17,0.0268045243149842,-0.12154487608099745,0.0014360919081608803,0.09210907693190579,0.025174486741772223,-0.04874798003404188,-0.15383833063740884,0.056062915339398556,-0.03793380890583897,-0.1815218138910884,-0.0008191152044592087,-0.015205838595773347,-0.0360595099185268,0.017959500833735986,-0.031258310129568256,0.10398026228598423,-0.12220221835708606,0.00223290691550293,0.021736667970083973,-0.09677144387419923,0.1131641115115832,-0.024403500775239034,-0.09482612762251094,-0.037890207203275184,0.040177718046630395,-0.04115626264957922,-0.0780031778965693,-0.06249046637338068,-0.026743747086324987,-0.08394917676482638,0.1478181549635209,0.024619257590406618,-0.207701288663531,0.10401965531191301,0.01336527283329969,0.022517510603662694,-9.027739786704458e-05,-0.1127555409240007,0.2647916046536005,0.26833891904349005,0.12907645935725662,0.12018694235556293,0.11295346843977616
24,ENSG00000122068.13,0.14379459464789718,0.09566541005030288,0.10874429062479476,0.07512758819270474,0.16775630121013102,0.058546484116031916,-0.14260204139879412,0.20978966706320884,-0.0011929076448067288,-0.01946042450581592,0.09254877975977088,0.14967078178598753,0.13024629746636407,0.14991463831632598,0.1290209796381905,0.17224863269477936,0.049333799965440905,-0.03513132879912073,0.15671769888419115,-0.034105687551082564,0.13375649357817032,0.0708303767278054,0.03274957897961969,0.09624794158194361,0.25183683316400896,0.015273797622203156,-0.009185433622072137,0.08862947959527051,0.12547486029864863,0.07299831813973512,0.3384408249214994,0.12388558324050472,0.013526166089542158,0.24333699652028265,0.19735404093957265,0.12592871310854986,0.23067110841297667,0.06154213194034608,0.435269913500384,0.3658928827252383,0.2123703856156767,0.1855893685002561,0.29519470849303664
25,ENSG00000186001.14,-0.2789175629525663,-0.3535152119456426,-0.23883066564816807,-0.19081997466389156,-0.23617986660203485,-0.2433470874718912,-0.3836534858966091,-0.17720519277067248,-0.3024940440572583,-0.38012006656074365,-0.23007528353709233,-0.2701705863420706,-0.2846965204014464,-0.297517151841418,-0.25183889512178126,-0.026918145051546882,-0.2118446061873387,-0.05305614048128654,-0.329627389036632,-0.2985176276471793,-0.27155914599231407,-0.21977379231916672,-0.30901091217774923,-0.20197422029167444,-0.25798005656778644,-0.23839107787671543,-0.35281569055085843,-0.23973556302647903,-0.2534086200151047,-0.21479847988114498,-0.2057285541399253,-0.23020644412210015,-0.14246575582427268,-0.017712499171919277,-0.35810170009441655,-0.33894247613223416,-0.16823397302436377,-0.3801950624385626,-0.4261499657349469,-0.27846739685645483,-0.04354170250503689,0.03429474958348189,-0.12832096104711765
26,ENSG00000124486.15,-0.21537124040344138,-0.17282359543449993,-0.33611899019688685,-0.3189791349310276,-0.25709251117414467,-0.3448040906219999,-0.31311782984711223,-0.41477443579654283,-0.2792926088398092,-0.2776918345883892,-0.2975084031516613,-0.18365180837817774,-0.25335979590690016,-0.32828190637469157,-0.22689311955494446,-0.3119592003522383,-0.25660396682719033,-0.22594803236767008,-0.2912679860948109,-0.3093541064222555,-0.32636224320975377,-0.30925201175548334,-0.3139912455890832,-0.3473694867018078,-0.2745136443532648,-0.2881768895007534,-0.2768321617928443,-0.2862160712346342,-0.22609704440810446,-0.21993284934775015,-0.35687476942139773,-0.332490166304357,-0.2947906986972425,-0.23042073573404137,0.05722523048403405,-0.25034462410263747,-0.30399146439011915,-0.20690451933565052,-0.42785297849737636,-0.4106126858375041,-0.39250579014367837,-0.3464150218790806,-0.46247364765352816
27,ENSG00000182583.13,-0.05107503463110494,-0.20155082915319333,-0.08207141938343088,0.1016247850196543,-0.015094668324952515,-0.1972424130714099,-0.22676570736615856,-0.08599628539849807,-0.1443711157400578,-0.14588471736209904,-0.045873239203660154,-0.18683703010635255,0.1899638139708909,0.05132827270064222,-0.1097411011023316,0.007662175475058375,-0.1685138551331551,0.14952643123097586,-0.12411349334901065,0.10800180726205005,-0.17227575774052378,-0.18324073505017321,-0.16798767835769976,-0.16602491740390785,-0.1807520508421132,-0.23078475506496965,-0.240688215061429,-0.08003563515839729,-0.12100003579866045,-0.028351908899097444,-0.21187944074767007,-0.1756721660228503,-0.050271036118555545,0.10147890452918751,0.14941533578179306,-0.026629548197827424,0.19660392701833154,0.06723229088430868,-0.2781623266314494,0.05246175367033182,0.06796255854505315,-0.2606144182203349,-0.2770141844470354
28,ENSG00000163964.18,-0.157359660579437,-0.19408113868882687,-0.26959073209912177,-0.2665691476571673,-0.2905865900846536,-0.1592017917228742,-0.18804861118296576,-0.2789237627026516,-0.1538534527020104,-0.12564242286689753,-0.08455697775490789,-0.09977189357802152,-0.0756623763550382,-0.1400311797298969,-0.04387706110575587,-0.24438018139175466,-0.1483167892188898,-0.183561391511741,-0.036527996282570474,-0.14331892209635866,-0.1403408655071064,-0.18874353247093442,-0.11657041949491273,-0.14264058449090544,-0.18319769678675402,-0.17817431422089652,-0.07510254032024055,-0.13603215367533877,-0.08537653865637226,-0.2676537247774864,-0.059313519673930504,-0.17960277517900625,-0.27795988175817493,-0.29055987010439116,-0.35298002513790305,-0.14603990440633152,-0.010390645345782962,-0.025316586083535292,-0.2538965606739576,-0.11312142224260902,-0.2592426290402753,-0.13488703574633787,-0.16327161604741203
29,ENSG00000174007.9,-0.2970085356199402,-0.23137853074210307,-0.24440300761681705,-0.17467827994185475,-0.18930700429353703,-0.32788674164006415,-0.40174031031827806,-0.3000878349764235,-0.2978066437642011,-0.283315232906003,-0.2836948373608017,-0.35188758513490426,-0.38194207211342557,-0.33117734547063654,-0.3469615247267457,-0.3120553797794043,-0.19695068269348676,-0.22958865914296256,-0.22211420509379232,-0.3190954946438072,-0.3256233125083244,-0.26556557644391077,-0.2956760320514691,-0.347578894226776,-0.37456018775115807,-0.2506722400359757,-0.30965106924469826,-0.2763720684159918,-0.30971646421775517,-0.1973112525650993,-0.35279043505040025,-0.3317986467217894,-0.12783221224708458,-0.3188269540790192,0.0686150827594934,-0.209964662938685,-0.11760103630578089,-0.34801812489001493,-0.3618582453734574,-0.29284620559001995,-0.22864058642123092,-0.406386970281727,-0.4517271689908929
30,ENSG00000180370.10,0.16992665847539254,0.0019057339949649643,0.11364754078728295,-0.06085723829164166,0.027311991949089565,0.02815810006496272,0.15661730309496202,0.12433891778244766,0.1651837570747811,0.19513597901147725,0.08595909800123658,0.005288227459153638,0.10177211163144961,0.0681005161275737,0.05947771839742119,0.08920115224135616,0.0644862913615385,-0.002498914451369405,0.0579311772682756,0.08118746380524355,0.19367754160130837,0.040816018135503895,0.12140990347555156,0.044010298491051314,0.2642826779159836,0.23550769328397603,0.06178324791247608,0.07337394904535172,0.08441647703577074,0.11570092058654063,0.3461240351953855,0.1856758845572939,0.05803911686247912,0.12550394012546018,0.38535312928650034,0.11001776215972847,0.11685661187394042,0.03569745904674057,-0.0028946344831954907,0.2304173979578118,-0.3107618830211988,0.18328397323463513,0.1325782852544567
